codigo,titulo_oficial,titulo_amigavel,descricao_oficial,descricao_amigavel,termos_de_busca,familia,divisao_id,anexo,fator_r,anexo_inciso,mei_ocupacoes,mei_permitido,atende_me,atende_mei,motivo_nao_atende,exige_conselho,conselho_qual
7723300,"ALUGUEL DE OBJETOS DO VESTUÁRIO, JÓIAS E ACESSÓRIOS","Aluguel de roupas, joias e acessórios","Esta subclasse compreende - o aluguel de objetos do vestuário, de jóias, de calçados e de outros acessórios","Aluguel de roupa, traje de festa, enxoval de noiva, calçado, joia e acessório.","ACESSÓRIOS DO VESTUÁRIO; ALUGUEL DE, LOCAÇÃO DE || ACESSÓRIOS PARA NOIVAS; ALUGUEL DE, LOCAÇÃO DE || ARTIGOS DO VESTUÁRIO; ALUGUEL DE, LOCAÇÃO DE || CALÇADOS; ALUGUEL DE, LOCAÇÃO DE || ENXOVAL; ALUGUEL DE, LOCAÇÃO DE || FANTASIAS; ALUGUEL DE, LOCAÇÃO DE || JÓIAS; ALUGUEL DE, LOCAÇÃO DE || ROUPAS; ALUGUEL DE, LOCAÇÃO DE || TERNO; ALUGUEL DE, LOCAÇÃO DE || TRAJES; ALUGUEL DE, LOCAÇÃO DE || UNIFORMES DE TRABALHO; LOCAÇÃO DE || VESTIDOS; ALUGUEL DE, LOCAÇÃO DE || VESTUÁRIO; ALUGUEL DE; LOCAÇÃO DE",aluguel,77,III,nao,"§5º-F (residual, conferido 2026-09-24)","LOCADOR(A) DE OBJETOS DO VESTUÁRIO, JÓIAS E ACESSÓRIOS INDEPENDENTE",sim,sim,sim,atendemos,nao,nao-se-aplica
7210000,PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIÊNCIAS FÍSICAS E NATURAIS,Pesquisa em ciências exatas e naturais,"Esta subclasse compreende - as atividades de pesquisa e desenvolvimento realizadas no âmbito das ciências da vida, tais como: medicina, biologia, bioquímica, farmácia, agronomia e conexas | - as atividades de pesquisa e desenvolvimento realizadas no âmbito das ciências físicas e de engenharia, tais como: matemática, física, astronomia, química, geociências e conexas","Pesquisa e desenvolvimento em agronomia, biologia, biomedicina, física, química e áreas afins.","AGRONOMIA; PESQUISA E DESENVOLVIMENTO EM || BIOLOGIA MOLECULAR APLICADA À SAÚDE HUMANA; PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM || BIOMARCADORES APLICADOS À SAÚDE HUMANA; PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM || BIOMEDICINA E CIÊNCIAS BIOMÉDICAS; PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM || BIOQUÍMICA; PESQUISA E DESENVOLVIMENTO EM || BIOTECNOLOGIA APLICADA À SAÚDE HUMANA; PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM || FARMÁCIA; PESQUISA E DESENVOLVIMENTO EM || FAZENDA EXPERIMENTAL; PESQUISA || IMUNOLOGIA; PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM || LABORATÓRIO DE PESQUISA FÍSICA, COMERCIAL E NÃO COMERCIAL || LABORATÓRIO DE PESQUISA QUÍMICA, COMERCIAL E NÃO COMERCIAL || LABORATÓRIO INDUSTRIAL; PESQUISA || MEDICINA; PESQUISA E DESENVOLVIMENTO EM || MICROBIOLOGIA MÉDICA; PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM || PARASITOLOGIA; PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM || PESQUISA BIOGENÉTICA || PESQUISA BIOLÓGICA || PESQUISA E DESENVOLVIMENTO COM ACESSO A PATRIMÔNIO GENÉTICO EXISTENTE NO TERRITÓRIO NACIONAL; ATIVIDADES DE || PESQUISA E DESENVOLVIMENTO DAS CIÊNCIAS FÍSICAS E NATURAIS || PESQUISA E DESENVOLVIMENTO DE ALIMENTOS; ATIVIDADES DE || PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIÊNCIAS FÍSICAS E NATURAIS; ATIVIDADES DE || PESQUISA MATEMÁTICA, FÍSICA, ASTRONOMIA; DESENVOLVIMENTO DE || PESQUISA MÉDICA NÃO COMERCIAL || QUÍMICA; PESQUISA E DESENVOLVIMENTO EM",consult,72,III-ou-V,sim,§5º-I VI,nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
7311400,AGÊNCIAS DE PUBLICIDADE,Agência de publicidade,"Esta subclasse compreende - a criação e a produção de campanhas de publicidade para qualquer finalidade, para veiculação em quaisquer tipos de veículos de comunicação | - a colocação, em nome de clientes, de material publicitário em jornais, revistas, rádio, televisão, internet e em outros veículos de comunicação | - os representantes dos veículos de comunicação para venda de tempo ou espaço de publicidade a clientes | - a prestação de serviços para merchandising em rádio e televisão || Esta subclasse NÃO compreende - a operação de páginas de publicidade na internet (6319-4/00) | - o agenciamento de espaços para publicidade, exceto em veículos de comunicação (7312-2/00) | - a distribuição ou entrega de material publicitário (7319-0/02) | - a promoção de vendas e a publicidade no local da venda (7319-0/02) | - a publicidade por mala direta, por telefone, em visitas (7319-0/03) | - as pesquisas de mercado e de opinião pública (7320-3/00)","Criação de campanha publicitária, propaganda e material de anúncio para clientes.","AGÊNCIAS DE LANÇAMENTOS PUBLICITÁRIOS DE PRODUTOS DIGITAIS; ATIVIDADES DE || CAMPANHAS DE PUBLICIDADE; SERVIÇOS DE CRIAÇÃO DE || EMPRESA DE PROPAGANDA || EMPRESA DE PUBLICIDADE || MATERIAL PUBLICITÁRIO, ANÚNCIOS; COLOCAÇÃO EM NOME DE CLIENTES EM JORNAIS, REVISTAS, RÁDIO, TELEVISÃO E INTERNET || MERCHANDISING; SERVIÇOS DE  || PROPAGANDA; AGÊNCIA DE, SERVIÇOS DE || PUBLICIDADE EM DIÁRIO OFICIAL; SERVIÇOS DE COLOCAÇÃO DE || PUBLICIDADE; AGÊNCIA DE, SERVIÇOS DE",mkt,73,III-ou-V,sim,"5o-I, X",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
7312200,"AGENCIAMENTO DE ESPAÇOS PARA PUBLICIDADE, EXCETO EM VEÍCULOS DE COMUNICAÇÃO",Venda de espaço publicitário,"Esta subclasse compreende - o aluguel e revenda de espaços físicos para publicidade em: | #- espaços externos ou equipamentos urbanos, como: outdoors, busdoors, painéis eletrônicos, empena de prédios, cartazes ou triedros em táxis, etc. | #- espaços internos em painéis de trens, ônibus, metrôs, aeronaves, etc. || Esta subclasse compreende ainda - as atividades de gestão de infra-estrutura de publicidade para terceiros, sob contrato || Esta subclasse NÃO compreende - a representação dos veículos de comunicação para a venda de tempo ou espaço de publicidade a clientes (7311-4/00) | - a colocação, em nome de clientes, de material publicitário em jornais, revistas, rádio, televisão, internet e em outros veículos de comunicação (7311-4/00) | - a publicidade aérea (7319-0/99)","Aluguel e revenda de espaço físico para publicidade: outdoor, busdoor, cartaz e painel. Não cobre espaço em rádio, TV e jornal.","AGENCIAMENTO DE ESPAÇOS FÍSICOS PARA PUBLICIDADE || ALUGUEL DE ESPAÇO FÍSICO PARA PUBLICIDADE || BUSDOOR; ALUGUEL E REVENDA DE ESPAÇO PARA COLOCAÇÃO DE PUBLICIDADE EM || CARTAZES PUBLICITÁRIOS; AGÊNCIA DE ALUGUEL E REVENDA DE ESPAÇO PARA COLOCAÇÃO DE || EMPENA DE PRÉDIOS, CARTAZES OU TRIEDROS EM TÁXIS; ALUGUEL E REVENDA DE ESPAÇO PARA COLOCAÇÃO DE PUBLICIDADE EM || ESPAÇO FÍSICO PARA PUBLICIDADE; LOCAÇÃO DE || ESPAÇO PUBLICITÁRIO; LOCAÇÃO DE || EXIBIÇÃO DE CARTAZES; SERVIÇOS DE ALUGUEL DE ESPAÇO PARA  || EXIBIÇÃO DE PROPAGANDA, PUBLICIDADE EM ESPAÇO PÚBLICO; SERVIÇOS DE ALUGUEL DE ESPAÇO PARA || EXPLORAÇÃO DE PAINEL ELETRÔNICO || FRONT LIGHT, OUTDOOR; SERVIÇOS DE || LOCAÇÃO DE PAINÉIS ELETRÔNICOS PARA PUBLICIDADE; SERVIÇOS DE || OUTDOORS; AGÊNCIA DE ALUGUEL E REVENDA DE ESPAÇO PARA COLOCAÇÃO DE || OUTDOORS; ALUGUEL E REVENDA DE ESPAÇO PARA COLOCAÇÃO DE || PAINÉIS DE TRENS, ÔNIBUS, METRÔS E AERONAVES; ALUGUEL E REVENDA DE ESPAÇO PARA COLOCAÇÃO DE PUBLICIDADE EM || PAINÉIS PUBLICITÁRIOS; AGÊNCIA DE ALUGUEL E REVENDA DE ESPAÇO PARA COLOCAÇÃO DE || PROPAGANDA EM OUTDOOR; SERVIÇOS DE || PUBLICIDADE; GESTÃO DE INFRA-ESTRUTURA SOB CONTRATO DE",mkt,73,III,nao,"§5º-F (SC COSIT 13/2022, itens 10-11)",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
7319002,PROMOÇÃO DE VENDAS,Promoção de vendas,Esta subclasse compreende - a promoção de vendas e a publicidade no local da venda | - a distribuição ou entrega de material publicitário (fullfilment) || Esta subclasse NÃO compreende - a produção de filmes para publicidade de qualquer tipo (5911-1/02),"Demonstração de produto em ponto de venda, panfletagem e distribuição de material promocional.",DEMONSTRAÇÃO DE PRODUTOS EM PONTOS DE VENDA; SERVIÇOS DE || DISTRIBUIÇÃO DE FOLHETOS; SERVIÇOS DE || DISTRIBUIÇÃO DE MATERIAL PROMOCIONAL; SERVIÇOS DE || DISTRIBUIÇÃO DE MATERIAL PUBLICITÁRIO; ATIVIDADE DE || FULLFILMENT; ATIVIDADE DE || MATERIAL PUBLICITÁRIO; ATIVIDADE DE DISTRIBUIÇÃO DE || PANFLETAGEM; SERVIÇOS DE || PROMOTORA DE VENDAS; SERVIÇOS DE || PROMOÇÃO DE VENDA NO LOCAL DE VENDA; ATIVIDADE DE || PROMOÇÃO NO PONTO DE VENDAS; SERVIÇOS DE || PROPAGANDA EM VIA PÚBLICA; SERVIÇOS DE,mkt,73,III,nao,"§5º-F (SC COSIT 13/2022, ementa)",PANFLETEIRO(A) INDEPENDENTE || PROMOTOR(A) DE VENDAS INDEPENDENTE,sim,sim,sim,atendemos,nao,nao-se-aplica
7319003,MARKETING DIRETO,Marketing direto,"Esta subclasse compreende - a publicidade por mala direta, por telefone, em visitas de representantes (de laboratórios farmacêuticos, de empresas de produtos de beleza, etc.) || Esta subclasse NÃO compreende - os serviços de despacho de correspondência de material de publicidade (8299-7/99)","Marketing e publicidade por mala direta, telefone e canais diretos com o cliente.",MARKETING DE PROPAGANDA POLÍTICA || MARKETING DIRETO; SERVIÇOS DE || MARKETING PROMOCIONAL; SERVIÇOS DE || PUBLICIDADE POR MALA DIRETA; SERVIÇOS DE || PUBLICIDADE POR TELEFONE; ATIVIDADE DE || PUBLICIDADE; ATIVIDADES DE REPRESENTANTES || TELEMARKETING SEM COMERCIALIZAÇÃO DE MERCADORIAS; SERVIÇOS DE,mkt,73,III,nao,"§5º-F (SC COSIT 13/2022, ementa)",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
7319004,CONSULTORIA EM PUBLICIDADE,Consultoria em publicidade,Esta subclasse compreende - as atividades de consultoria em publicidade e propaganda || Esta subclasse NÃO compreende - as atividades de agências de publicidade (7311-4/00),"Consultoria e assessoria em marketing, branding e gestão de marca.",ASSESSORIA E CONSULTORIA EM BRANDING (GESTÃO DE MARCAS); SERVIÇOS DE || ASSESSORIA EM MARKETING || ASSESSORIA NA DIVULGAÇÃO DE PRODUTOS || CONSULTORIA EM MARKETING || CONSULTORIA EM PUBLICIDADE E PROPAGANDA,mkt,73,III-ou-V,sim,"§5º-I X (SC COSIT 13/2022, item 9)",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
7320300,PESQUISAS DE MERCADO E DE OPINIÃO PÚBLICA,Pesquisa de mercado e de opinião,"Esta subclasse compreende - os estudos sobre o potencial de mercado, sobre a avaliação de produtos e sobre o hábito de consumidores, com o objetivo de: promover a venda de produtos existentes, lançar e vender novos produtos, realizar análises estatísticas dos resultados | - a realização de pesquisas de opinião pública para colher a avaliação da população sobre questões políticas, econômicas e sociais, bem como, para a realização de análises estatísticas dos resultados | - as atividades de checking de publicidade || Esta subclasse NÃO compreende - as atividades de agências de publicidade (7311-4/00) | - a produção estatística realizada pela administração pública (8411-6/00)","Levantamento e análise de dados de mercado e de opinião pública, incluindo a análise estatística.","ANÁLISE DE MERCADO; SERVIÇOS DE || ANÁLISE ESTATÍSTICA DOS RESUTADOS DE PESQUISAS DE MERCADO, DE OPINIÃO PÚBLICA || CENTROS DE EMISSÃO DE CHAMADAS TELEFÔNICAS PARA PESQUISAS DE MERCADO E DE OPINIÃO PÚBLICA || CHECKING DE PUBLICIDADE; SERVIÇOS DE || COLETA DE DADOS E DE INFORMAÇÕES; SERVIÇOS DE || COLETA E ANÁLISE DE DADOS RESULTANTES DE PESQUISAS DE MERCADO, DE OPINIÃO PÚBLICA || CONTROLE DE VEICULAÇÃO PUBLICITÁRIA; SERVIÇOS DE || ESTUDO DE MERCADO || MONITORAMENTO DE VEÍCULOS DE PROPAGANDA (RÁDIO, TV, REVISTAS, ETC.) SERVIÇOS DE || MONITORAÇÃO DE PROPAGANDA, DE PUBLICIDADE; SERVIÇOS DE || OPINIÃO PÚBLICA; SERVIÇOS DE CONSULTA, COLETA DE INFORMAÇÕES DE || PESQUISA DE MERCADO E DE OPINIÃO PÚBLICA || PESQUISA DE OPINIÃO PÚBLICA || PESQUISA E COLETA DE DADOS PARA PESQUISAS DE MERCADO E OPINIÃO || PESQUISA MERCADOLÓGICA || PESQUISA POLÍTICA; SERVIÇOS DE",mkt,73,III-ou-V,sim,§5º-I VI,nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
7410202,DESIGN DE INTERIORES,Design de interiores,Esta subclasse compreende - as atividades de design de interiores || Esta subclasse NÃO compreende - a atividade de design de produtos (7410-2/03),"Projeto e decoração de ambientes, além de vitrine e organização visual de loja.","ARRUMAÇÃO DE PRODUTOS EM LOJAS, VITRINES (VISUAL MERCHANDISING); SERVIÇOS DE || DECORAÇÃO DE  INTERIORES || DECORAÇÃO DE AMBIENTES || DESIGN DE AMBIENTES || DESIGN DE INTERIORES",design,74,III-ou-V,sim,"5o-I, VI",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
7410203,DESIGN DE PRODUTO,Design de produto,"Esta subclasse compreende - as atividades de design de mobiliário, jóias, sapatos, roupas (estilistas de moda), eletrodomésticos e de outros objetos pessoais e domésticos || Esta subclasse NÃO compreende - os serviços de desenho técnico relacionados à arquitetura e engenharia (7119-7/03) | - a atividade de design de interiores (7410-2/02) | - os serviços de design gráfico ligados à comunicação (7410-2/99)","Desenho industrial e criação de produto, roupa, joia e maquete.",CONFECÇÃO DE MAQUETES EXCETO PARA ENGENHARIA E ARQUITETURA || DESENHO DE ROUPAS; SERVIÇOS DE || DESENHO INDUSTRIAL; SERVIÇOS DE || DESENHOS DE JÓIAS; SERVIÇOS DE || DESIGN DE JÓIAS || DESIGN DE MOBILIÁRIO || DESIGN DE MODA || DESIGN DE MÓVEIS; SERVIÇOS DE || DESIGN DE OBJETOS DOMÉSTICOS || DESIGN DE OBJETOS PESSOAIS || DESIGN DE PRODUTO || DESIGN DE ROUPAS; SERVIÇOS DE || DESIGN DE SAPATOS || DESIGNER DE MODAS || ESTILISTA DE MODAS || PRODUTOR DE MODA,design,74,III-ou-V,sim,"5o-I, VI",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
7410299,ATIVIDADES DE DESIGN NÃO ESPECIFICADAS ANTERIORMENTE,Design gráfico e outros designs,"Esta subclasse compreende - os serviços de design gráfico e de diagramação || Esta subclasse NÃO compreende - as atividades de design de mobiliário, jóias, sapatos, roupas (estilistas de moda) , eletrodomésticos e de outros objetos pessoais e domésticos (7410-2/03)","Criação de logotipo, identidade visual, arte gráfica digital e design de jogos, sem a programação.","CRIAÇÃO DE ARTES GRÁFICAS DIGITAIS; ATIVIDADES DE || CRIAÇÃO DE IMAGENS DIGITAIS; ATIVIDADES DE || CRIAÇÃO DE LOGO, LOGOTIPO; SERVIÇOS DE || DESIGN DE JOGOS NÃO DIGITAIS E DIGITAIS (EXCETO PROGRAMAÇÃO); SERVIÇOS DE || DESIGN DE TEMPLATES PARA USO NA INTERNET; SERVIÇOS DE || DESIGN GRÁFICO || DIAGRAMAÇÃO; SERVIÇOS DE || TIPOGRAFIA; ATIVIDADES DE",design,74,III-ou-V,sim,§5º-I VI,nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
7420001,"ATIVIDADES DE PRODUÇÃO DE FOTOGRAFIAS, EXCETO AÉREA E SUBMARINA",Fotografia,"Esta subclasse compreende - as atividades de produção fotográfica, para fins comerciais, de publicidade e pessoais, tais como: | #- a fotografia para passaportes, escolas, casamentos | #- a fotografia para anúncios, editoriais, comerciais, atividades relacionadas com a moda, atividades imobiliárias e para fins turísticos || Esta subclasse compreende ainda - as atividades dos fotógrafos independentes || Esta subclasse NÃO compreende - o serviço de aerofotogrametria (7119-7/99)","Fotografia em estúdio, de evento, de imprensa e por conta própria. Não cobre foto aérea nem submarina.","ATELIER FOTOGRÁFICO || COBERTURA FOTOGRÁFICA PARA JORNAIS, REVISTAS E EVENTOS; SERVIÇOS DE || ESTÚDIO FOTOGRÁFICO || FOTÓGRAFO DE IMPRENSA; SERVIÇOS DE || FOTÓGRAFOS INDEPENDENTES; PRODUÇÃO POR || PRODUÇÃO FOTOGRÁFICA PARA FESTAS E OUTROS EVENTOS || PRODUÇÃO FOTOGRÁFICA PARA FINS PESSOAIS || PRODUÇÃO FOTOGRÁFICA PARA PUBLICIDADE",foto,74,III,nao,"§5º-F (residual, conferido 2026-09-24)",FOTÓGRAFO(A) INDEPENDENTE,sim,sim,sim,atendemos,nao,nao-se-aplica
7420003,LABORATÓRIOS FOTOGRÁFICOS,Laboratório e revelação fotográfica,"Esta subclasse compreende - as atividades de laboratório de revelação de filmes e de processamento de fotografias, tais como: | #- as atividades dos laboratórios de revelação, impressão e ampliação fotográfica | #- a revelação de filmes fotográficos, a impressão e a ampliação de fotografias | #- os serviços de foto em 1 hora (que não sejam parte de loja de material fotográfico) | #- a revelação de películas de filmes não destinada à indústria cinematográfica | #- a montagem de slides | #- a cópia, a restauração e o retoque de fotografias || Esta subclasse NÃO compreende - o processamento e montagem de filmes cinematográficos (5912-0/99) | - as bibliotecas e os serviços de armazenamento de fotos e filmes (9101-5/00)","Revelação de fotos, montagem de slides e edição de imagem fotográfica.","DIAPOSITIVOS; MONTAGEM DE || LABORATÓRIO FOTOGRÁFICO || MONTAGEM DE SLIDES; SERVIÇOS DE || REVELAÇÃO DE FOTOS; SERVIÇOS DE || EDIÇÃO DE FOTOGRAFIAS, EXCETO PARA SERVIÇOS GRÁFICOS DE PRÉ-IMPRESSÃO; SERVIÇOS DE || FILMES FOTOGRÁFICOS; ATIVIDADES DE REVELAÇÃO, IMPRESSÃO, AMPLIAÇÃO DE || FOTOGRAFIAS; CÓPIAS, RESTAURAÇÃO DE, RETOQUE DE || LABORATÓRIO DE REVELAÇÃO DE FILMES FOTOGRÁFICOS",foto,74,III,nao,"§5º-F (residual, conferido 2026-09-24)",REVELADOR(A) FOTOGRÁFICO INDEPENDENTE,sim,sim,sim,atendemos,nao,nao-se-aplica
7420004,FILMAGEM DE FESTAS E EVENTOS,Filmagem de festas e eventos,Esta subclasse compreende - a atividade de filmagem e de gravação de vídeos de festas e eventos || Esta subclasse NÃO compreende - a produção de filmes em estúdios cinematográficos (5911-1/01) | - a produção de filmes para publicidade (5911-1/02) | - os serviços de microfilmagem (7420-0/05),"Gravação e produção de vídeo de festa, casamento e evento cultural.",FESTAS E EVENTOS; PRODUÇÃO DE VÍDEO PARA || FILMAGEM DE EVENTOS CULTURAIS; SERVIÇOS DE || FILMAGEM DE EVENTOS; SERVIÇOS DE || FILMAGEM DE FESTAS; SERVIÇOS DE || GRAVAÇÃO DE VÍDEOS PARA FESTAS E EVENTOS,foto,74,III,nao,§5º-B XV,FILMADOR(A) INDEPENDENTE,sim,sim,sim,atendemos,nao,nao-se-aplica
7420005,SERVIÇOS DE MICROFILMAGEM,Microfilmagem e digitalização de acervo,Esta subclasse compreende - os serviços de microfilmagem de documentos || Esta subclasse NÃO compreende - os serviços de fotocópias mecânicas ou eletrostáticas para terceiros (8219-9/01),Microfilmagem de documentos e acervos.,MICROFILMAGEM DE DOCUMENTOS; SERVIÇOS DE || MICROFILMAGEM; SERVIÇOS DE,foto,74,III,nao,"§5º-F (residual, conferido 2026-09-24)",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
7490101,"SERVIÇOS DE TRADUÇÃO, INTERPRETAÇÃO E SIMILARES",Tradução e interpretação,"Esta subclasse compreende - os serviços de tradução, de interpretação e similares | - os serviços de tradução simultânea | - os serviços de revisão gramatical | - os serviços de tradução de textos juramentados","Tradução de textos, interpretação, revisão gramatical e copywriting.","COPYWRITING; ATIVIDADES DE || REVISÃO GRAMATICAL DE TEXTOS; SERVIÇOS DE || TRADUTOR; SERVIÇOS DE  || TRADUÇÃO DE LIVROS EM GERAL || TRADUÇÃO DE MANUAIS EM GERAL || TRADUÇÃO DE TEXTOS JURAMENTADOS; SERVIÇOS DE || TRADUÇÃO SIMULTÂNEA; SERVIÇOS DE || TRADUÇÃO, INTERPRETAÇÃO DE LIBRAS; SERVIÇOS DE || TRADUÇÃO, INTERPRETAÇÃO DE LÍNGUAS, IDIOMAS; SERVIÇOS DE || TRADUÇÃO, INTERPRETAÇÃO; SERVIÇOS DE",consult,74,III-ou-V,sim,"5o-I, V",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
7490104,"ATIVIDADES DE INTERMEDIAÇÃO E AGENCIAMENTO DE SERVIÇOS E NEGÓCIOS EM GERAL, EXCETO IMOBILIÁRIOS",Intermediação de negócios e representação,"Esta subclasse compreende - as atividades de corretagem, intermediação, mediação de negócios ou serviços em geral, sem especificação definida, promovendo a integração entre profissionais e empresas | - as atividades de intermediação na compra e venda de patentes || Esta subclasse NÃO compreende - os representantes comerciais e agentes do comércio (grupo 46.1) | - as atividades de operador de transporte multimodal - OTM (5250-8/05) | - agenciamento e corretagem ou intermediação de títulos e valores mobiliários (divisões 64 e 66) | - as atividades de corretores e agentes de seguros, de planos de previdência complementar e de saúde (6622-3/00) | - as atividades imobiliárias por contrato ou comissão (grupo 68.2) | - a venda e o licenciamento de franquias (7740-3/00) | - as atividades de intermediação na locação de mão-de-obra temporária (7820-5/00)","Aproximar quem compra e quem vende: intermediação de contratos, serviços e negócios em geral. Não cobre negócio imobiliário.","INTERMEDIAÇÃO DE CONTRATOS DE LOCAÇÃO OU LEASING; SERVIÇOS DE || ATIVIDADES DE INTERMEDIAÇÃO E AGENCIAMENTO DE SERVIÇOS E NEGÓCIOS EM GERAL, SEM ESPECIALIZAÇÃO DEFINIDA || DIVULGAÇÃO DE SERVIÇOS NA INTERNET (AFILIADOS DIGITAIS), EXCETO POR PROVEDORES DE CONTEÚDO; SERVIÇOS DE || INTERMEDIAÇÃO NA COMPRA E VENDA DE ITENS VIRTUAIS PARA USO EM JOGOS ELETRÔNICOS (DIGITAIS); ATIVIDADES DE || INTERMEDIAÇÃO NA COMPRA E VENDA DE PATENTES; SERVIÇOS DE || INTERMEDIAÇÃO NA VENDA DE CURSOS ONLINE; SERVIÇOS DE || LICITAÇÕES; SERVIÇOS DE INTERMEDIAÇÃO EM",consult,74,III-ou-V,sim,"5o-I, XI",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
7490105,"AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTÍSTICAS",Agenciamento de atletas e artistas,"Esta subclasse compreende - as atividades realizadas por agências ou agentes em nome de pessoas para: | - obter contrato de atuação em filmes, peças de teatro e outros espetáculos culturais, artísticos e esportivos | - oferecer a editores obras literárias, obras de arte, fotografias, etc || Esta subclasse compreende ainda - as agências de modelos | - a cessão de uso de imagem de artistas, esportistas, etc. || Esta subclasse NÃO compreende - as atividades de agenciamento de elenco, inclusive para o teatro (7810-8/00) | - os serviços de organização de feiras, congressos, exposições e festas (8230-0/01) | - as atividades de diretores, produtores e empresários de eventos artísticos ao vivo (9001-9/99)","Empresariamento de atleta, ator, modelo e artista para atividade esportiva, cultural ou artística.","AGENCIAMENTO DE ATLETAS DE FUTEBOL; SERVIÇOS DE || AGENCIAMENTO DE JOGADORES DE FUTEBOL; SERVIÇOS DE || AGENCIAMENTO DE MODELOS E MANEQUINS PARA DESFILES || AGENTE DE ATLETAS DE FUTEBOL || AGENTE DE ATORES; SERVIÇOS DE || AGENTE DE OBRAS DE ARTE; SERVIÇOS DE || AGENTE DE OBRAS LITERÁRIAS; SERVIÇOS DE || AGENTE LITERÁRIO; SERVIÇOS DE || AGÊNCIA DE MODELOS || CESSÃO DE USO DE IMAGEM DE ARTISTAS, ESPORTISTAS; ATIVIDADE DE  || EMPRESÁRIO ARTÍSTICO; SERVIÇOS DE || MODELO AUTÔNOMO; ATIVIDADES DE",arte,74,III-ou-V,sim,"5o-I, XI",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
7721700,ALUGUEL DE EQUIPAMENTOS RECREATIVOS E ESPORTIVOS,Aluguel de equipamento esportivo e de lazer,"Esta subclasse compreende - o aluguel de material e equipamento esportivo, tais como: | #- barcos de lazer, canoas, barco à vela | #- bicicletas | #- cadeiras e guarda-sóis de praia | #- mesas de sinuca e bilhar | #- brinquedos não-eletrônicos | #- outros equipamentos esportivos e recreativos || Esta subclasse NÃO compreende - o aluguel de fitas de vídeo, DVDs, CDs e similares (7722-5/00) | - o aluguel de equipamentos de lazer e entretenimento quando parte integrante das atividades de recreação e de lazer (9329-8/99)","Aluguel de bicicleta, barco de lazer, pula-pula, tobogã e brinquedo não eletrônico, sem operar o equipamento.","TOBOGÃ, PULA-PULA, ESCORREGADOR, SEM EXPLORAÇÃO; ALUGUEL DE || BARCOS DE LAZER, CANOAS, BARCOS À VELA, SEM TRIPULAÇÃO; ALUGUEL DE, LOCAÇÃO DE || BICICLETAS; ALUGUEL DE, LOCAÇÃO DE || BRINQUEDOS NÃO ELETRÔNICOS; ALUGUEL DE, LOCAÇÃO DE || CADEIRAS DE PRAIA, GUARDA-SÓIS; ALUGUEL DE, LOCAÇÃO DE || EQUIPAMENTOS DE GINÁSTICA; LOCAÇÃO DE || JET SKI; LOCAÇÃO DE || MATERIAIS E EQUIPAMENTOS ESPORTIVOS; ALUGUEL DE; LOCAÇÃO DE  || MESA DE BILHAR; ALUGUEL DE, LOCAÇÃO DE || MESA DE SINUCA; ALUGUEL DE, LOCAÇÃO DE || TOTÓ; ALUGUEL DE, LOCAÇÃO DE",aluguel,77,III,nao,"§5º-F (residual, conferido 2026-09-24)","LOCADOR(A) DE BICICLETAS, INDEPENDENTE || LOCADOR(A) DE EQUIPAMENTOS RECREATIVOS E ESPORTIVOS INDEPENDENTE || LOCADOR(A) DE MATERIAL E EQUIPAMENTO ESPORTIVO, INDEPENDENTE",sim,sim,sim,atendemos,nao,nao-se-aplica
