cnae,descricao,secao_id,secao,divisao_id,classe_id,anexo_base,anexo_just,fator_r,aliquota_inicial,contabilizei_atende,contabilizei_just
1922599,"FABRICAÇÃO DE OUTROS PRODUTOS DERIVADOS DO PETRÓLEO, EXCETO PRODUTOS DO REFINO",C,Indústrias De Transformação,19,19225,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
1811301,IMPRESSÃO DE JORNAIS,C,Indústrias De Transformação,18,18113,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2011800,FABRICAÇÃO DE CLORO E ÁLCALIS,C,Indústrias De Transformação,20,20118,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
1811302,"IMPRESSÃO DE LIVROS, REVISTAS E OUTRAS PUBLICAÇÕES PERIÓDICAS",C,Indústrias De Transformação,18,18113,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
1812100,IMPRESSÃO DE MATERIAL DE SEGURANÇA,C,Indústrias De Transformação,18,18121,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
1813001,IMPRESSÃO DE MATERIAL PARA USO PUBLICITÁRIO,C,Indústrias De Transformação,18,18130,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
1813099,IMPRESSÃO DE MATERIAL PARA OUTROS USOS,C,Indústrias De Transformação,18,18130,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
1821100,SERVIÇOS DE PRÉ IMPRESSÃO,C,Indústrias De Transformação,18,18211,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
1822901,SERVIÇOS DE ENCADERNAÇÃO E PLASTIFICAÇÃO,C,Indústrias De Transformação,18,18229,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
1822999,"SERVIÇOS DE ACABAMENTOS GRÁFICOS, EXCETO ENCADERNAÇÃO E PLASTIFICAÇÃO",C,Indústrias De Transformação,18,18229,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
1830001,REPRODUÇÃO DE SOM EM QUALQUER SUPORTE,C,Indústrias De Transformação,18,18300,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
1830002,REPRODUÇÃO DE VÍDEO EM QUALQUER SUPORTE,C,Indústrias De Transformação,18,18300,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
1830003,REPRODUÇÃO DE SOFTWARE EM QUALQUER SUPORTE,C,Indústrias De Transformação,18,18300,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
1910100,COQUERIAS,C,Indústrias De Transformação,19,19101,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
1922501,FORMULAÇÃO DE COMBUSTÍVEIS,C,Indústrias De Transformação,19,19225,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
1922502,RERREFINO DE ÓLEOS LUBRIFICANTES,C,Indústrias De Transformação,19,19225,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2013401,FABRICAÇÃO DE ADUBOS E FERTILIZANTES ORGANOMINERAIS,C,Indústrias De Transformação,20,20134,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2012600,FABRICAÇÃO DE INTERMEDIÁRIOS PARA FERTILIZANTES,C,Indústrias De Transformação,20,20126,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2013402,"FABRICAÇÃO DE ADUBOS E FERTILIZANTES, EXCETO ORGANOMINERAIS",C,Indústrias De Transformação,20,20134,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2019301,ELABORAÇÃO DE COMBUSTÍVEIS NUCLEARES,C,Indústrias De Transformação,20,20193,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2122000,FABRICAÇÃO DE MEDICAMENTOS PARA USO VETERINÁRIO,C,Indústrias De Transformação,21,21220,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2019399,FABRICAÇÃO DE OUTROS PRODUTOS QUÍMICOS INORGÂNICOS NÃO ESPECIFICADOS ANTERIORMENTE,C,Indústrias De Transformação,20,20193,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2021500,FABRICAÇÃO DE PRODUTOS PETROQUÍMICOS BÁSICOS,C,Indústrias De Transformação,20,20215,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2022300,"FABRICAÇÃO DE INTERMEDIÁRIOS PARA PLASTIFICANTES, RESINAS E FIBRAS",C,Indústrias De Transformação,20,20223,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2029100,FABRICAÇÃO DE PRODUTOS QUÍMICOS ORGÂNICOS NÃO ESPECIFICADOS ANTERIORMENTE,C,Indústrias De Transformação,20,20291,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2031200,FABRICAÇÃO DE RESINAS TERMOPLÁSTICAS,C,Indústrias De Transformação,20,20312,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2032100,FABRICAÇÃO DE RESINAS TERMOFIXAS,C,Indústrias De Transformação,20,20321,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2033900,FABRICAÇÃO DE ELASTÔMEROS,C,Indústrias De Transformação,20,20339,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
4643502,"COMÉRCIO ATACADISTA DE BOLSAS, MALAS E ARTIGOS DE VIAGEM",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46435,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
2040100,FABRICAÇÃO DE FIBRAS ARTIFICIAIS E SINTÉTICAS,C,Indústrias De Transformação,20,20401,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2051700,FABRICAÇÃO DE DEFENSIVOS AGRÍCOLAS,C,Indústrias De Transformação,20,20517,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2052500,FABRICAÇÃO DE DESINFESTANTES DOMISSANITÁRIOS,C,Indústrias De Transformação,20,20525,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2061400,FABRICAÇÃO DE SABÕES E DETERGENTES SINTÉTICOS,C,Indústrias De Transformação,20,20614,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2063100,"FABRICAÇÃO DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",C,Indústrias De Transformação,20,20631,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2071100,"FABRICAÇÃO DE TINTAS, VERNIZES, ESMALTES E LACAS",C,Indústrias De Transformação,20,20711,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2072000,FABRICAÇÃO DE TINTAS DE IMPRESSÃO,C,Indústrias De Transformação,20,20720,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2092401,"FABRICAÇÃO DE PÓLVORAS, EXPLOSIVOS E DETONANTES",C,Indústrias De Transformação,20,20924,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2092402,FABRICAÇÃO DE ARTIGOS PIROTÉCNICOS,C,Indústrias De Transformação,20,20924,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2092403,FABRICAÇÃO DE FÓSFOROS DE SEGURANÇA,C,Indústrias De Transformação,20,20924,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2093200,FABRICAÇÃO DE ADITIVOS DE USO INDUSTRIAL,C,Indústrias De Transformação,20,20932,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2094100,FABRICAÇÃO DE CATALISADORES,C,Indústrias De Transformação,20,20941,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2099101,"FABRICAÇÃO DE CHAPAS, FILMES, PAPÉIS E OUTROS MATERIAIS E PRODUTOS QUÍMICOS PARA FOTOGRAFIA",C,Indústrias De Transformação,20,20991,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2099199,FABRICAÇÃO DE OUTROS PRODUTOS QUÍMICOS NÃO ESPECIFICADOS ANTERIORMENTE,C,Indústrias De Transformação,20,20991,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2091600,FABRICAÇÃO DE ADESIVOS E SELANTES,C,Indústrias De Transformação,20,20916,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2110600,FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS,C,Indústrias De Transformação,21,21106,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2121101,FABRICAÇÃO DE MEDICAMENTOS ALOPÁTICOS PARA USO HUMANO,C,Indústrias De Transformação,21,21211,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2121102,FABRICAÇÃO DE MEDICAMENTOS HOMEOPÁTICOS PARA USO HUMANO,C,Indústrias De Transformação,21,21211,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2121103,FABRICAÇÃO DE MEDICAMENTOS FITOTERÁPICOS PARA USO HUMANO,C,Indústrias De Transformação,21,21211,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2342701,FABRICAÇÃO DE AZULEJOS E PISOS,C,Indústrias De Transformação,23,23427,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2211100,FABRICAÇÃO DE PNEUMÁTICOS E DE CÂMARAS DE AR,C,Indústrias De Transformação,22,22111,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2212900,REFORMA DE PNEUMÁTICOS USADOS,C,Indústrias De Transformação,22,22129,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2391501,"BRITAMENTO DE PEDRAS, EXCETO ASSOCIADO À EXTRAÇÃO",C,Indústrias De Transformação,23,23915,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2219600,FABRICAÇÃO DE ARTEFATOS DE BORRACHA NÃO ESPECIFICADOS ANTERIORMENTE,C,Indústrias De Transformação,22,22196,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2442300,METALURGIA DOS METAIS PRECIOSOS,C,Indústrias De Transformação,24,24423,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
3299004,FABRICAÇÃO DE PAINÉIS E LETREIROS LUMINOSOS,C,Indústrias De Transformação,32,32990,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2221800,FABRICAÇÃO DE LAMINADOS PLANOS E TUBULARES DE MATERIAL PLÁSTICO,C,Indústrias De Transformação,22,22218,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2222600,FABRICAÇÃO DE EMBALAGENS DE MATERIAL PLÁSTICO,C,Indústrias De Transformação,22,22226,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2223400,FABRICAÇÃO DE TUBOS E ACESSÓRIOS DE MATERIAL PLÁSTICO PARA USO NA CONSTRUÇÃO,C,Indústrias De Transformação,22,22234,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2229301,FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA USO PESSOAL E DOMÉSTICO,C,Indústrias De Transformação,22,22293,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2229302,FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA USOS INDUSTRIAIS,C,Indústrias De Transformação,22,22293,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2229303,"FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA USO NA CONSTRUÇÃO, EXCETO TUBOS E ACESSÓRIOS",C,Indústrias De Transformação,22,22293,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
3600602,DISTRIBUIÇÃO DE ÁGUA POR CAMINHÕES,E,"Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação",36,36006,III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,atende,presumido (serviço/comércio leve no Simples; validar)
2229399,FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA OUTROS USOS NÃO ESPECIFICADOS ANTERIORMENTE,C,Indústrias De Transformação,22,22293,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2311700,FABRICAÇÃO DE VIDRO PLANO E DE SEGURANÇA,C,Indústrias De Transformação,23,23117,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2312500,FABRICAÇÃO DE EMBALAGENS DE VIDRO,C,Indústrias De Transformação,23,23125,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2424502,"PRODUÇÃO DE RELAMINADOS, TREFILADOS E PERFILADOS DE AÇO, EXCETO ARAMES",C,Indústrias De Transformação,24,24245,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2319200,FABRICAÇÃO DE ARTIGOS DE VIDRO,C,Indústrias De Transformação,23,23192,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2320600,FABRICAÇÃO DE CIMENTO,C,Indústrias De Transformação,23,23206,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2330301,"FABRICAÇÃO DE ESTRUTURAS PRÉ MOLDADAS DE CONCRETO ARMADO, EM SÉRIE E SOB ENCOMENDA",C,Indústrias De Transformação,23,23303,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2449101,PRODUÇÃO DE ZINCO EM FORMAS PRIMÁRIAS,C,Indústrias De Transformação,24,24491,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2330302,FABRICAÇÃO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUÇÃO,C,Indústrias De Transformação,23,23303,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2330303,FABRICAÇÃO DE ARTEFATOS DE FIBROCIMENTO PARA USO NA CONSTRUÇÃO,C,Indústrias De Transformação,23,23303,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2330304,FABRICAÇÃO DE CASAS PRÉ MOLDADAS DE CONCRETO,C,Indústrias De Transformação,23,23303,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2330305,PREPARAÇÃO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUÇÃO,C,Indústrias De Transformação,23,23303,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2330399,"FABRICAÇÃO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES",C,Indústrias De Transformação,23,23303,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2341900,FABRICAÇÃO DE PRODUTOS CERÂMICOS REFRATÁRIOS,C,Indústrias De Transformação,23,23419,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2342702,"FABRICAÇÃO DE ARTEFATOS DE CERÂMICA E BARRO COZIDO PARA USO NA CONSTRUÇÃO, EXCETO AZULEJOS E PISOS",C,Indústrias De Transformação,23,23427,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2349401,FABRICAÇÃO DE MATERIAL SANITÁRIO DE CERÂMICA,C,Indústrias De Transformação,23,23494,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2349499,FABRICAÇÃO DE PRODUTOS CERÂMICOS NÃO REFRATÁRIOS NÃO ESPECIFICADOS ANTERIORMENTE,C,Indústrias De Transformação,23,23494,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
3314706,"MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, APARELHOS E EQUIPAMENTOS PARA INSTALAÇÕES TÉRMICAS",C,Indústrias De Transformação,33,33147,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2392300,FABRICAÇÃO DE CAL E GESSO,C,Indústrias De Transformação,23,23923,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2399101,"DECORAÇÃO, LAPIDAÇÃO, GRAVAÇÃO, VITRIFICAÇÃO E OUTROS TRABALHOS EM CERÂMICA, LOUÇA, VIDRO E CRISTAL",C,Indústrias De Transformação,23,23991,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2399102,FABRICAÇÃO DE ABRASIVOS,C,Indústrias De Transformação,23,23991,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2443100,METALURGIA DO COBRE,C,Indústrias De Transformação,24,24431,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2599301,SERVIÇOS DE CONFECÇÃO DE ARMAÇÕES METÁLICAS PARA A CONSTRUÇÃO,C,Indústrias De Transformação,25,25993,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2399199,FABRICAÇÃO DE OUTROS PRODUTOS DE MINERAIS NÃO METÁLICOS NÃO ESPECIFICADOS ANTERIORMENTE,C,Indústrias De Transformação,23,23991,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2411300,PRODUÇÃO DE FERRO GUSA,C,Indústrias De Transformação,24,24113,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2412100,PRODUÇÃO DE FERROLIGAS,C,Indústrias De Transformação,24,24121,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2422901,"PRODUÇÃO DE LAMINADOS PLANOS DE AÇO AO CARBONO, REVESTIDOS OU NÃO",C,Indústrias De Transformação,24,24229,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2422902,PRODUÇÃO DE LAMINADOS PLANOS DE AÇOS ESPECIAIS,C,Indústrias De Transformação,24,24229,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
9603303,SERVIÇOS DE SEPULTAMENTO,S,Outras Atividades De Serviços,96,96033,III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,atende,presumido (serviço/comércio leve no Simples; validar)
2423701,PRODUÇÃO DE TUBOS DE AÇO SEM COSTURA,C,Indústrias De Transformação,24,24237,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2423702,"PRODUÇÃO DE LAMINADOS LONGOS DE AÇO, EXCETO TUBOS",C,Indústrias De Transformação,24,24237,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2424501,PRODUÇÃO DE ARAMES DE AÇO,C,Indústrias De Transformação,24,24245,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2431800,PRODUÇÃO DE TUBOS DE AÇO COM COSTURA,C,Indústrias De Transformação,24,24318,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2439300,PRODUÇÃO DE OUTROS TUBOS DE FERRO E AÇO,C,Indústrias De Transformação,24,24393,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2441501,PRODUÇÃO DE ALUMÍNIO E SUAS LIGAS EM FORMAS PRIMÁRIAS,C,Indústrias De Transformação,24,24415,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2441502,PRODUÇÃO DE LAMINADOS DE ALUMÍNIO,C,Indústrias De Transformação,24,24415,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2449102,PRODUÇÃO DE LAMINADOS DE ZINCO,C,Indústrias De Transformação,24,24491,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2449103,FABRICAÇÃO DE ÂNODOS PARA GALVANOPLASTIA,C,Indústrias De Transformação,24,24491,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2449199,METALURGIA DE OUTROS METAIS NÃO FERROSOS E SUAS LIGAS NÃO ESPECIFICADOS ANTERIORMENTE,C,Indústrias De Transformação,24,24491,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2451200,FUNDIÇÃO DE FERRO E AÇO,C,Indústrias De Transformação,24,24512,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2452100,FUNDIÇÃO DE METAIS NÃO FERROSOS E SUAS LIGAS,C,Indústrias De Transformação,24,24521,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2511000,FABRICAÇÃO DE ESTRUTURAS METÁLICAS,C,Indústrias De Transformação,25,25110,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2512800,FABRICAÇÃO DE ESQUADRIAS DE METAL,C,Indústrias De Transformação,25,25128,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2542000,"FABRICAÇÃO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS",C,Indústrias De Transformação,25,25420,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
4679699,COMÉRCIO ATACADISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46796,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
2513600,FABRICAÇÃO DE OBRAS DE CALDEIRARIA PESADA,C,Indústrias De Transformação,25,25136,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2550101,"FABRICAÇÃO DE EQUIPAMENTO BÉLICO PESADO, EXCETO VEÍCULOS MILITARES DE COMBATE",C,Indústrias De Transformação,25,25501,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2521700,"FABRICAÇÃO DE TANQUES, RESERVATÓRIOS METÁLICOS E CALDEIRAS PARA AQUECIMENTO CENTRAL",C,Indústrias De Transformação,25,25217,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2522500,"FABRICAÇÃO DE CALDEIRAS GERADORAS DE VAPOR, EXCETO PARA AQUECIMENTO CENTRAL E PARA VEÍCULOS",C,Indústrias De Transformação,25,25225,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2531401,PRODUÇÃO DE FORJADOS DE AÇO,C,Indústrias De Transformação,25,25314,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2531402,PRODUÇÃO DE FORJADOS DE METAIS NÃO FERROSOS E SUAS LIGAS,C,Indústrias De Transformação,25,25314,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2599302,SERVIÇO DE CORTE E DOBRA DE METAIS,C,Indústrias De Transformação,25,25993,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2532201,PRODUÇÃO DE ARTEFATOS ESTAMPADOS DE METAL,C,Indústrias De Transformação,25,25322,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2532202,METALURGIA DO PÓ,C,Indústrias De Transformação,25,25322,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2539001,"SERVIÇOS DE USINAGEM, TORNEARIA E SOLDA",C,Indústrias De Transformação,25,25390,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2539002,SERVIÇOS DE TRATAMENTO E REVESTIMENTO EM METAIS,C,Indústrias De Transformação,25,25390,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2541100,FABRICAÇÃO DE ARTIGOS DE CUTELARIA,C,Indústrias De Transformação,25,25411,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2543800,FABRICAÇÃO DE FERRAMENTAS,C,Indústrias De Transformação,25,25438,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2550102,"FABRICAÇÃO DE ARMAS DE FOGO, OUTRAS ARMAS  E MUNIÇÕES",C,Indústrias De Transformação,25,25501,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2591800,FABRICAÇÃO DE EMBALAGENS METÁLICAS,C,Indústrias De Transformação,25,25918,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2592601,FABRICAÇÃO DE PRODUTOS DE TREFILADOS DE METAL PADRONIZADOS,C,Indústrias De Transformação,25,25926,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2592602,"FABRICAÇÃO DE PRODUTOS DE TREFILADOS DE METAL, EXCETO PADRONIZADOS",C,Indústrias De Transformação,25,25926,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2593400,FABRICAÇÃO DE ARTIGOS DE METAL PARA USO DOMÉSTICO E PESSOAL,C,Indústrias De Transformação,25,25934,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2599399,FABRICAÇÃO DE OUTROS PRODUTOS DE METAL NÃO ESPECIFICADOS ANTERIORMENTE,C,Indústrias De Transformação,25,25993,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2610800,FABRICAÇÃO DE COMPONENTES ELETRÔNICOS,C,Indústrias De Transformação,26,26108,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2621300,FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA,C,Indústrias De Transformação,26,26213,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2670102,"FABRICAÇÃO DE APARELHOS FOTOGRÁFICOS E CINEMATOGRÁFICOS, PEÇAS E ACESSÓRIOS",C,Indústrias De Transformação,26,26701,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
2622100,FABRICAÇÃO DE PERIFÉRICOS PARA EQUIPAMENTOS DE INFORMÁTICA,C,Indústrias De Transformação,26,26221,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
