cnae,descricao,titulo_amigavel,descricao_amigavel,secao_id,secao,divisao_id,grupo_id,grupo_descricao,classe_id,classe_observacoes,subclasse_observacoes,atividades,anexo_base,anexo_just,fator_r,aliquota_inicial,contabilizei_atende,contabilizei_just,mei_permitido,mei_ocupacoes,mei_iss_fixo_das,mei_icms_fixo_das,risco_baixo_cgsim,risco_cgsim_desc_oficial,vedado_simples_cgsn_anexo_vi,ambiguo_simples_cgsn_anexo_vii,anexo_fator_r_grupo,anexo_fator_r_fonte,anexo_fator_r_confianca,iss_bh_aliquota,iss_bh_varia,iss_bh_detalhe,exige_conselho,conselho_qual,conselho_fonte,conselho_confianca,atende_me_certeza,atende_mei_certeza,exige_registro_setorial,registro_setorial_qual,registro_setorial_fonte,_motivo_da_amostra,_motor_apura
4221905,MANUTENÇÃO DE ESTAÇÕES E REDES DE TELECOMUNICAÇÕES,,,F,CONSTRUÇÃO,42,422,"OBRAS DE INFRA-ESTRUTURA PARA ENERGIA ELÉTRICA, TELECOMUNICAÇÕES, ÁGUA, ESGOTO E TRANSPORTE POR DUTOS",42219,"Esta classe compreende - a construção de barragens e represas para geração de energia elétrica | - a construção de usinas, estações e subestações hidrelétricas, eólicas, nucleares, termoelétricas, etc. | - a construção de redes de transmissão e distribuição de energia elétrica, inclusive o serviço de eletrificação rural | - as obras para implantação de serviços de telecomunicações: | #- construção e manutenção de redes de longa e média distância de telecomunicações | #- a execução de projetos de instalações para estações de telefonia e centrais telefônicas || Esta classe compreende ainda - a construção de redes de eletrificação para ferrovias e metropolitanos | - a manutenção de redes de distribuição de energia elétrica, quando executada por empresa não-produtora ou distribuidora de energia elétrica || Esta classe NÃO compreende - a manutenção de redes de eletricidade quando executada por empresas de produção e distribuição de energia elétrica (grupo 35.1) | - a instalação de cabos submarinos (42.91-0)","Esta subclasse compreende - a manutenção de estações e redes de longa e média distância de telecomunicações || Esta subclasse NÃO compreende - a manutenção de conexos operacionais à rede de telecomunicações em prédios residenciais, comerciais, industriais, etc. (6190-6/99) | - a instalação e reparação de sistemas de telecomunicações, como, por exemplo, estações telefônicas (9512-6/00)","CABOS DE COMUNICAÇÃO E TRANSMISSÃO DE DADOS DE LONGA E MÉDIA DISTÂNCIA, EXCETO CABOS SUBMARINOS; MANUTENÇÃO DE || ESTAÇÃO E REDES DE TELEFONIA E COMUNICAÇÕES; MANUTENÇÃO DAS INSTALAÇÕES PARA || REDES DE TELECOMUNICAÇÕES DE LONGA E MEDIA DISTANCIA; MANUTENÇÃO POR TERCEIROS",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),nao,,,,nao,,nao,nao,IV,"LC123 art18 5o-C, I (secao F inteira = construcao/obras de engenharia)",alta,2%,nao,"Reparação e reforma de dutos, condutos e cabeamento para instalações telefônicas, redes de informática, televisão e comunicações. (CTISS 0705-0/17-88, LC116 7.05, 2%)",nao,,,,nao,nao,nao,,,"exceção · Anexo IV (construção, limpeza, vigilância, advocacia)",-
3511502,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA,,,D,ELETRICIDADE E GÁS,35,351,"GERAÇÃO, TRANSMISSÃO E DISTRIBUIÇÃO DE ENERGIA ELÉTRICA",35115,"Esta classe compreende - a geração de energia elétrica de origem hidráulica, térmica (carvão, gás, diesel, combustíveis renováveis, etc.), nuclear, eólica, solar, etc. || Esta classe compreende ainda - a manutenção de redes de eletricidade e a medição de consumo de energia elétrica, quando executadas por empresas de geração de energia elétrica | - as atividades de coordenação e controle da operação da geração e transmissão de energia elétrica || Esta classe NÃO compreende - a transmissão de energia elétrica (35.12-3) | - o comércio atacadista de energia elétrica (35.13-1) | - a distribuição de energia elétrica (35.14-0) | - a geração de energia elétrica por incineração de resíduos (38.21-1) | - a manutenção de redes de distribuição de energia elétrica, quando executada por empresas não produtoras de energia elétrica (42.21-9) | - os serviços de medição de consumo de energia elétrica quando realizados sob contrato (82.99-7)","Esta subclasse compreende - O Planejamento e programação da operação e o despacho centralizado da geração | - Supervisão e a coordenação dos Centros de Operação de Sistemas Elétricos; | - A supervisão e o controle da operação do SIN e demais interligações internacionais; | - A contratação e a administração dos serviços de transmissão de energia elétrica; | - A proposição ao poder concedente das ampliações e reforços na rede básica; | - A proposição de regras à operação das instalações de transmissão da rede básica do SIN, consolidados em procedimentos de rede; | - A divulgação dos indicadores de desempenho dos despachos realizados pelo SIN. || Esta subclasse NÃO compreende - A produção de energia elétrica de orígem hidráulica, nuclear, eólica, solar, etc. (3511-5/01) | - A transmissão de energia elétrica (3512-3/00) | - O comércio atacadista de energia elétrica (3513-1/00) | - A distribuição de energia elétrica ( 3514-0/01)","A CONTRATAÇÃO E A ADMINISTRAÇÃO DOS SERVIÇOS DE TRANSMISSÃO DE ENERGIA ELÉTRICA || A DIVULGAÇÃO DOS INDICADORES DE DESEMPENHO DOS DESPACHOS REALIZADOS PELO SIN || A PROPOSIÇÃO AO PODER CONCEDENTE DAS AMPLIAÇÕES E REFORÇOS NA REDE BÁSICA || A PROPOSIÇÃO DE REGRAS À OPERAÇÃO DAS INSTALAÇÕES DE TRANSMISSÃO DA REDE BÁSICA DO SIN, CONSOLIDADOS EM PROCEDIMENTOS DE REDE || A SUPERVISÃO E A COORDENAÇÃO DOS CENTROS DE OPERAÇÃO DE SISTEMAS ELÉTRICOS; || A SUPERVISÃO E O CONTROLE DA OPERAÇÃO DO SIN E DEMAIS INTERLIGAÇÕES INTERNACIONAIS || COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA; ATIVIDADES DE || O PLANEJAMENTO E A PROGRAMAÇÃO DA OPERAÇÃO E O DESPACHO CENTRALIZADO DA GERAÇÃO || SUPERVISÃO E A COORDENAÇÃO DOS CENTROS DE OPERAÇÃO DE SISTEMAS ELÉTRICOS",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,atende,presumido (serviço/comércio leve no Simples; validar),nao,,,,nao,,sim,nao,III-fixo,"LC123 art18 5o-F (residual, nenhuma previsao em IV/V)",media,5%,nao,"Serviços de apoio e infra-estrutura administrativa e congêneres (CTISS 1702-0/02-88, LC116 17.02, 5%) || Planejamento, coordenação, programação ou organização técnica, financeira ou administrativa. (CTISS 1703-0/01-88, LC116 17.03, 5%) || Serviços de planejamento, coordenação, programação ou organização financeira (CTISS 1703-0/02-88, LC116 17.03, 5%) || Serviços de planejamento, coordenação, programação ou organização administrativa (CTISS 1703-0/03-88, LC116 17.03, 5%)",nao,,,,nao,nao,nao-verificado,,,perfil dominante #8 (35 CNAEs iguais),-
4299599,OUTRAS OBRAS DE ENGENHARIA CIVIL NÃO ESPECIFICADAS ANTERIORMENTE,,,F,CONSTRUÇÃO,42,429,CONSTRUÇÃO DE OUTRAS OBRAS DE INFRA-ESTRUTURA,42995,"Esta classe compreende - a construção de instalações esportivas e recreativas, tais como pistas de competição, quadras esportivas, piscinas olímpicas e outras construções similares | - a construção de estruturas com tirantes | - as obras de contenção | - a construção de cortinas de proteção de encostas e muros de arrimo || Esta classe compreende ainda - a subdivisão de terras com benfeitorias (p. ex., construção de vias, serviços de infra-estrutura, etc.) || Esta classe NÃO compreende - a construção de estádios esportivos e quadras cobertas (41.20-4) | - os serviços especializados de engenharia (concepção de projetos estruturais e de instalações, supervisão e gerenciamento de projetos de construção) (71.12-0)","Esta subclasse compreende - a construção de estruturas com tirantes | - as obras de contenção | - a construção de cortinas de proteção de encostas e muros de arrimo || Esta subclasse compreende ainda - a subdivisão de terras com benfeitorias (p. ex., construção de vias, serviços de infra-estrutura, etc.) || Esta subclasse NÃO compreende - os serviços especializados de engenharia (concepção de projetos estruturais e de instalações, supervisão e gerenciamento de projetos de construção) (7112-0/00)","ATIRANTAMENTOS E CORTINAS DE PROTEÇÃO DE ENCOSTAS; OBRAS DE || BACIAS DE CONTENÇÃO E INFILTRAÇÃO PARA CONTENÇÃO DE ENXURRADAS; CONSTRUÇÃO DE || CONTENÇÃO DE ENCOSTAS; OBRAS DE || LOTEAMENTO (SUBDIVISÃO DE TERRAS) COM EXECUÇÃO DE BENFEITORIAS; SERVIÇOS DE || OBRAS DE AÇUDES || OBRAS DE ESCORAMENTO PARA A CONTENÇÃO DE ESTRUTURAS FIXAS; EXECUÇÃO DE || OBRAS DE ESTABILIDADE: ENROCAMENTO, MURO DE CONCRETO CICLÓPICO, RIP-RAP, GABIÃO, BERNA, ESCALONAMENTO; EXECUÇÃO DE || OBRAS DE INFRA-ESTRUTURA PARA EXECUÇÃO DE PLANTAS INDUSTRIAIS; CONSTRUÇÃO DE || OBRAS DE OUTROS TIPOS (CONSTRUÇÃO) || TANQUES PARA COMBUSTÍVEIS; INSTALAÇÃO DE || TERRAÇOS PARA CONTENÇÃO DE ENXURRADAS (TERRACEAMENTO); CONSTRUÇÃO DE",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),nao,,,,nao,,nao,nao,IV,"LC123 art18 5o-C, I (secao F inteira = construcao/obras de engenharia)",alta,2%,nao,"Obras de enrocamentos (CTISS 0702-0/26-88, LC116 7.02, 2%) || Outras obras de engenharia não especificadas anteriormente (CTISS 0702-0/59-88, LC116 7.02, 2%) || Escoramento e serviços congêneres (CTISS 0717-0/01-88, LC116 7.17, 2%) || Contenção de encostas e serviços congêneres (CTISS 0717-0/02-88, LC116 7.17, 2%)",sim,CREA,Lei 5.194/1966,alta,nao,nao,nao-verificado,,,exceção · risco CGSIM alto E exige conselho,-
5590601,"ALBERGUES, EXCETO ASSISTENCIAIS",Albergue e hostel,"Hospedagem em albergue ou hostel, com cama por noite ou quarto compartilhado. Não cobre albergue assistencial, que é serviço social.",I,ALOJAMENTO E ALIMENTAÇÃO,55,559,OUTROS TIPOS DE ALOJAMENTO NÃO ESPECIFICADOS ANTERIORMENTE,55906,"Esta classe compreende - as atividades das pensões (alojamento), dormitórios, campings (acampamentos), albergues (exceto assistenciais) | - o aluguel de imóveis residenciais por curta temporada | - os alojamentos coletivos não-turísticos tipo casa de estudante, pensionato e similares | - a exploração de vagões-leitos por terceiros | - as atividades de outros locais de alojamento de curta duração, não especificados anteriormente || Esta classe NÃO compreende - os alojamentos especializados para deficientes físicos e casas geriátricas, etc. (87.11-5) | - as atividades dos albergues assistenciais (87.30-1) | - a atividade de aluguel de imóveis (68.10-2)",Esta subclasse compreende - as atividades dos albergues não assistenciais || Esta subclasse NÃO compreende - as atividades dos albergues assistenciais (8730-1/02),ALBERGUE (EXCETO ASSISTENCIAL); SERVIÇO DE ALOJAMENTO || ALOJAMENTO EM ALBERGUES NÃO ASSISTENCIAIS; SERVIÇO DE || ALOJAMENTO EM HOSTEL; SERVIÇOS DE,III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),sim,PROPRIETÁRIO(A) DE ALBERGUE NÃO ASSISTENCIAL INDEPENDENTE,S,N,sim,"Albergues, exceto assistenciais",nao,nao,III-fixo,"LC123 art18 5o-F (residual, nenhuma previsao em IV/V)",media,5%,nao,"Hospedagem em hotel, pousada, pensão, albergue, hospedaria, camping e congêneres (CTISS 0901-0/01-88, LC116 9.01, 5%)",nao,,,,sim,sim,nao,,,perfil dominante #10 (31 CNAEs iguais),-
5590603,PENSÕES(ALOJAMENTO),Pensão e casa de cômodos,"Hospedagem em pensão, com ou sem refeição incluída.",I,ALOJAMENTO E ALIMENTAÇÃO,55,559,OUTROS TIPOS DE ALOJAMENTO NÃO ESPECIFICADOS ANTERIORMENTE,55906,"Esta classe compreende - as atividades das pensões (alojamento), dormitórios, campings (acampamentos), albergues (exceto assistenciais) | - o aluguel de imóveis residenciais por curta temporada | - os alojamentos coletivos não-turísticos tipo casa de estudante, pensionato e similares | - a exploração de vagões-leitos por terceiros | - as atividades de outros locais de alojamento de curta duração, não especificados anteriormente || Esta classe NÃO compreende - os alojamentos especializados para deficientes físicos e casas geriátricas, etc. (87.11-5) | - as atividades dos albergues assistenciais (87.30-1) | - a atividade de aluguel de imóveis (68.10-2)",Esta subclasse compreende - as atividades das pensões (alojamento) combinadas ou não com serviço de alimentação,PENSÃO COM SERVIÇO DE ALIMENTAÇÃO; SERVIÇO DE ALOJAMENTO || PENSÃO SEM SERVIÇO DE ALIMENTAÇÃO; SERVIÇO DE ALOJAMENTO || PENSÃO; HOSPEDAGEM || PENSÃO; SERVIÇO DE ALOJAMENTO,III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),sim,PROPRIETÁRIO(A) DE PENSÃO INDEPENDENTE,S,N,sim,Pensões (alojamento),nao,nao,III-fixo,"LC123 art18 5o-F (residual, nenhuma previsao em IV/V)",media,5%,nao,"Hospedagem em hotel, pousada, pensão, albergue, hospedaria, camping e congêneres (CTISS 0901-0/01-88, LC116 9.01, 5%)",nao,,,,sim,sim,nao,,,atendemos · atende e tem alíquota de ISS de BH,-
5811500,EDIÇÃO DE LIVROS,Edição de livros,"Edição de livros impressos e digitais, e-books, audiolivros, apostilas, dicionários e atlas.",J,INFORMAÇÃO E COMUNICAÇÃO,58,581,"EDIÇÃO DE LIVROS, JORNAIS, REVISTAS E OUTRAS ATIVIDADES DE EDIÇÃO",58115,"Esta classe compreende - a edição de livros (literários, didáticos, infantis), dicionários, atlas, enciclopédias, etc., na forma impressa, eletrônica (CDs) e na internet | - a aquisição de direitos autorais para a edição e disseminação de livros || Esta classe compreende ainda - a gestão de direitos autorais de obras literárias || Esta classe NÃO compreende - a impressão de livros sob contrato (18.11-3) | - a edição de jornais (58.12-3) | - a edição de revistas (58.13-1) | - a edição de material publicitário (58.19-1) | - a edição integrada à impressão de livros (58.21-2) | - as atividades de escritores de todos os tipos de assuntos, inclusive técnicos (90.02-7)","Esta subclasse compreende - a edição de livros (literários, didáticos, infantis), dicionários, atlas, enciclopédias, etc., na forma impressa, eletrônica (CDs) e na internet | - a aquisição de direitos autorais para a edição e disseminação de livros || Esta subclasse compreende ainda - a gestão de direitos autorais de obras literárias || Esta subclasse NÃO compreende - a impressão de livros sob contrato (1811-3/02) | - a edição de jornais (5812-3/00) | - a edição de revistas (5813-1/00) | - a edição de material publicitário (5819-1/00) | - a edição integrada à impressão de livros (5821-2/00) | - as atividades de escritores de todos os tipos de assuntos, inclusive técnicos (9002-7/01)"," LIVROS DIGITAIS, VIRTUAIS (E-BOOKS); EDIÇÃO DE || APOSTILAS; EDIÇÃO DE || ATLAS; EDIÇÃO DE || AUDIOLIVROS (AUDIOBOOKS); PRODUÇÃO DE || DICIONÁRIOS; EDIÇÃO DE || DIREITOS AUTORAIS DE OBRAS LITERÁRIAS; GESTÃO DE || ENCICLOPÉDIAS; EDIÇÃO DE || LIVROS ELETRÔNICOS; EDIÇÃO DE || LIVROS EM GERAL; EDIÇÃO DE || LIVROS INFANTIS; EDIÇÃO DE || LIVROS NA INTERNET; EDIÇÃO DE || LIVROS TÉCNICOS; EDIÇÃO DE || MAPAS; EDIÇÃO DE || OBRAS LITERÁRIAS; AQUISIÇÃO DE DIREITOS AUTORAIS || OBRAS LITERÁRIAS; EDIÇÃO DE",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,atende,presumido (serviço/comércio leve no Simples; validar),sim,EDITOR(A) DE LIVROS INDEPENDENTE,S,N,sim,Edição de livros,nao,nao,III-fixo,"LC123 art18 5o-F (residual, nenhuma previsao em IV/V)",media,5%,nao,"Serviços de expediente, tais como datilografia, digitação, estenografia, expediente, secretaria em geral, redação, edição, interpretação, revisão, tradução, e congêneres (CTISS 1702-0/01-88, LC116 17.02, 5%)",nao,,,,sim,sim,nao,,,"atendemos · divisão 58, com título amigável",-
6201502,WEB DESIGN,Web design,"Criação e desenvolvimento de sites, portais e páginas na internet.",J,INFORMAÇÃO E COMUNICAÇÃO,62,620,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,62015,"Esta classe compreende - o desenvolvimento de sistemas para atender às necessidades do cliente, ou seja, as atividades voltadas para a definição dos módulos, especificações funcionais internas, tipos de relatórios e testes de avaliação do desempenho | - a programação com o uso de ferramentas e de linguagens de programação | - o fornecimento de documentação de programas de informática desenvolvidos sob encomenda | - o desenho de páginas para a internet (web design) | - o desenvolvimento de projetos e modelagem de banco de dados sob encomenda || Esta classe NÃO compreende - o desenvolvimento e licenciamento de programas de computador customizáveis (62.02-3) | - o desenvolvimento e licenciamento de programas de computador não-customizáveis (62.03-1) | - os serviços de customização dos programas de computador (62.04-0)",Esta subclasse compreende - o desenvolvimento/criação de interfaces para a internet (web design) || Esta subclasse NÃO compreende - o desenvolvimento e licenciamento de programas de computador customizáveis (6202-3/00) | - o desenvolvimento e licenciamento de programas de computador não-customizáveis (6203-1/00) | - os serviços de customização dos programas de computador (6204-0/00) | - os serviços de design gráfico (7410-2/99),"DESENVOLVIMENTO DE SITES, WEBSITES; SERVIÇOS DE || EDIÇÃO DE SITES, WEBSITES; SERVIÇOS DE || PORTAIS NA INTERNET; CONFECÇÃO DE, DESENVOLVIMENTO DE, CRIAÇÃO DE, SERVIÇOS DE  || PÁGINAS NA INTERNET; CONFECÇÃO DE, DESENVOLVIMENTO DE, CRIAÇÃO DE, SERVIÇOS DE || WEB DESIGN; DESENVOLVIMENTO, CRIAÇÃO DE INTERFACES PARA A INTERNET",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,atende,presumido (serviço/comércio leve no Simples; validar),nao,,,,sim,Web design,nao,nao,"fator-r-dinamico(III<->V, limiar 28%)","LC123 art18 5o-D, VI",alta,2%,nao,"Análise e desenvolvimento de sistemas (CTISS 0101-0/01-88, LC116 1.01, 2%) || Programação (CTISS 0102-0/01-88, LC116 1.02, 2%) || Elaboração de programas de computadores (CTISS 0104-0/01-88, LC116 1.04, 2%) || Elaboração de jogos eletrônicos (CTISS 0104-0/02-88, LC116 1.04, 2%)",nao,,,,sim,nao,nao,,,atendemos · só ME (MEI não permitido),-
5911102,PRODUÇÃO DE FILMES PARA PUBLICIDADE,Produção de vídeo publicitário,"Produção de comercial de TV, filme institucional e vídeo para campanha publicitária.",J,INFORMAÇÃO E COMUNICAÇÃO,59,591,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO",59111,"Esta classe compreende - a atividade de produção de filmes de todos os tipos e em quaisquer suportes, tais como: | - filmes cinematográficos produzidos em estúdios cinematográficos | - filmes destinados à difusão (broadcasting) pela televisão e pela internet produzidos fora dos estúdios de televisão | - filmes publicitários institucionais, para comerciais na televisão, para campanhas políticas, etc. | - gravação, fora dos estúdios de televisão, de programas de televisão por produtores independentes | - arquivos de filmes cinematográficos, publicitários, etc. || Esta classe NÃO compreende - a reprodução de filmes em fitas de vídeo e DVDs a partir de matrizes originais (18.30-0) | - as atividades de pós-produção de filmes, vídeos e programas de televisão (59.12-0) | - a reprodução de cópias de filmes cinematográficos (em película) (59.12-0) | - a distribuição cinematográfica, de vídeo e de programas de televisão (59.13-8) | - a produção de programas em estúdios de televisão aberta, inclusive por produtores independentes (60.21-7) | - a filmagem e gravação de vídeos de festas e eventos (74.20-0) | - as atividades de agenciamento de profissionais para atividades culturais e artísticas (74.90-1) | - as atividades de diretores, produtores, empresários de eventos artísticos ao vivo, cenógrafos, roteiristas (90.01-9) | - as atividades de criadores de desenho animado (90.02-7)","Esta subclasse compreende - a produção de filmes em qualquer suporte (película, vídeo e DVD) para publicidade de qualquer tipo: | #- filmes institucionais | #- comerciais de televisão | #- filmes para campanhas políticas | #- filmes para campanhas de responsabilidade social | - os arquivos de filmes de publicidade || Esta subclasse NÃO compreende - a produção de filmes em estúdios cinematográficos (5911-1/01) | - a produção de filmes destinados à difusão pela televisão e internet (5911-1/99)",ARQUIVOS DE FILMES DE PUBLICIDADE; ATIVIDADES DE || COMERCIAIS DE TELEVISÃO; PRODUÇÃO DE || FILMES DE PUBLICIDADE; ARQUIVOS DE || FILMES INSTITUCIONAIS; PRODUÇÃO DE || FILMES PARA CAMPANHAS DE RESPONSABILIDADE SOCIAL; PRODUÇÃO DE || FILMES PARA CAMPANHAS POLÍTICAS; PRODUÇÃO DE || FILMES PARA PUBLICIDADE; PRODUÇÃO DE || PRODUTORA DE FILMES DE PUBLICIDADE || VÍDEOS PARA PUBLICIDADE; PRODUÇÃO DE,III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,atende,presumido (serviço/comércio leve no Simples; validar),nao,,,,sim,Produção de filmes para publicidade,nao,nao,III-fixo,LC123 art18 §5º-B XV,alta,2%,nao,"Propaganda e publicidade, inclusive promoção de vendas, planejamento de campanhas ou sistemas de publicidade, elaboração de desenhos, textos e demais materiais publicitários. (CTISS 1706-0/01-88, LC116 17.06, 2%)",nao,,,,sim,nao,nao,,,"atendemos · divisão 59, com título amigável",nao
7220700,PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIÊNCIAS SOCIAIS E HUMANAS,Pesquisa em ciências sociais e humanas,"Pesquisa e desenvolvimento em direito, economia, linguística, arqueologia, artes e áreas afins.",M,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",72,722,PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIÊNCIAS SOCIAIS E HUMANAS,72207,"Esta classe compreende - as atividades de pesquisa e desenvolvimento realizadas no âmbito das ciências sociais e ciências humanas e em áreas interdisciplinares dessas ciências: sociologia, economia, psicologia, direito, lingüística, artes, arqueologia, etc. || Esta classe NÃO compreende - as pesquisas de mercado e de opinião pública (73.20-3)","Esta subclasse compreende - as atividades de pesquisa e desenvolvimento realizadas no âmbito das ciências sociais e ciências humanas e em áreas interdisciplinares dessas ciências: sociologia, economia, psicologia, direito, lingüística, artes, arqueologia, etc. || Esta subclasse NÃO compreende - as pesquisas de mercado e de opinião pública (7320-3/00)","ARQUEOLOGIA; PESQUISA E DESENVOLVIMENTO EM || ARTES; PESQUISA E DESENVOLVIMENTO EM || DIREITO; PESQUISA E DESENVOLVIMENTO EM || ECONOMIA; PESQUISA E DESENVOLVIMENTO EM || LINGÜÍSTICA; PESQUISA E DESENVOLVIMENTO EM || PESQUISA E DESENVOLVIMENTO EM CIÊNCIAS SOCIAIS E HUMANAS || PESQUISA ECONÔMICA, COMERCIAL E NÃO COMERCIAL || PESQUISA EDUCACIONAL || SOCIOLOGIA; PESQUISA E DESENVOLVIMENTO EM",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,atende,presumido (serviço/comércio leve no Simples; validar),nao,,,,sim,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,nao,nao,"fator-r-dinamico(III<->V, limiar 28%)",LC123 art18 §5º-I XII,alta,5%,nao,"Assessoria de qualquer natureza (CTISS 1701-0/01-88, LC116 17.01, 5%) || Análise, exame, fornecimento de dados e informações de qualquer natureza (CTISS 1701-0/02-88, LC116 17.01, 5%)",nao,,,,sim,nao,nao,,,atendemos · atende com Fator R dinâmico e confiança ALTA,-
6202300,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS,Desenvolvimento de software customizável,Desenvolvimento e licenciamento de software que você adapta para cada cliente.,J,INFORMAÇÃO E COMUNICAÇÃO,62,620,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,62023,Esta classe compreende - o desenvolvimento de sistemas ou programas de computador (software) que permitem a realização de customizações (adaptações às necessidades específicas de um cliente ou mercado particular) || Esta classe compreende ainda - o licenciamento ou a outorga de autorização de uso dos programas de informática (software) customizáveis; este licenciamento é freqüentemente obtido através da própria empresa que os desenvolveu ou de seus representantes || Esta classe NÃO compreende - a produção de programas de computador sob encomenda (62.01-5) | - o desenvolvimento e licenciamento de programas de computador não-customizáveis (62.03-0) | - os serviços de customização dos programas de computador (62.04-0),Esta subclasse compreende - o desenvolvimento de sistemas ou programas de computador (software) que permitem a realização de customizações (adaptações às necessidades específicas de um cliente ou mercado particular) || Esta subclasse compreende ainda - o licenciamento ou a outorga de autorização de uso dos programas de computador customizáveis; este licenciamento é freqüentemente obtido através da própria empresa que os desenvolveu ou de seus representantes || Esta subclasse NÃO compreende - a produção de programas de computador sob encomenda (6201-5/00) | - o desenvolvimento e licenciamento de programas de computador não-customizáveis (6203-1/00) | - os serviços de customização dos programas de computador (6204-0/00),CESSÃO DE DIREITO DE USO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS; SERVIÇOS DE || CESSÃO DE DIREITO DE USO DE SOFTWARE CUSTOMIZÁVEL; SERVIÇOS DE || PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS; DESENVOLVIMENTO DE || PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS; LICENCIAMENTO DE || PROGRAMAS DE INFORMÁTICA CUSTOMIZÁVEIS; DESENVOLVIMENTO DE || PROGRAMAS DE INFORMÁTICA CUSTOMIZÁVEIS; LICENCIAMENTO DE || SOFTWARE CUSTOMIZÁVEIS; DESENVOLVIMENTO DE || SOFTWARE CUSTOMIZÁVEIS; LICENCIAMENTO DE || SOFTWARE CUSTOMIZÁVEIS; REPRESENTAÇÃO DE,III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,atende,presumido (serviço/comércio leve no Simples; validar),nao,,,,sim,Desenvolvimento e licenciamento de programas de computador customizáveis,nao,nao,"fator-r-dinamico(III<->V, limiar 28%)","LC123 art18 5o-D, V",alta,2%,nao,"Análise e desenvolvimento de sistemas (CTISS 0101-0/01-88, LC116 1.01, 2%) || Customização de programas (CTISS 0102-0/02-88, LC116 1.02, 2%) || Elaboração de programas de computadores (CTISS 0104-0/01-88, LC116 1.04, 2%) || Licenciamento ou cessão de direito de uso de programas de computação (CTISS 0105-0/01-88, LC116 1.05, 2%)",nao,,,,sim,nao,nao,,,atendemos · âncora de busca (a pessoa digita isso),-
